	sadness	anger	fear	anxiety	despair	joy	gratitude	surprise	neutral
0	0.029716981132075472	0.004874213836477987	0.0023584905660377358	0.008805031446540879	0.003144654088050314	0.04292452830188679	0.02311320754716981	0.01462264150943396	0.8599056603773584
1	0.09858490566037742	0.0004716981132075472	0.003144654088050314	0.01871069182389937	0.013050314465408802	0.1102201257861635	0.06509433962264147	0.016666666666666666	0.646540880503145
2	0.13679245283018868	0.005188679245283019	0.011949685534591194	0.022012578616352207	0.021540880503144656	0.13647798742138367	0.12452830188679259	0.009433962264150943	0.49889937106918253
3	0.14606918238993713	0.013993710691823898	0.016981132075471698	0.01871069182389937	0.017295597484276733	0.14952830188679248	0.14732704402515723	0.02515723270440252	0.4314465408805033
4	0.15283018867924528	0.019811320754716984	0.014779874213836478	0.01713836477987421	0.02059748427672956	0.15707547169811323	0.1504716981132074	0.013993710691823898	0.4116352201257864
5	0.17720125786163513	0.013522012578616347	0.018867924528301886	0.018396226415094336	0.01918238993710692	0.1517295597484276	0.160691823899371	0.015094339622641504	0.38820754716981165
6	0.14591194968553461	0.02122641509433962	0.031761006289308176	0.01179245283018868	0.02248427672955975	0.17169811320754716	0.16588050314465397	0.02311320754716981	0.3693396226415095
7	0.14449685534591195	0.01839622641509434	0.027044025157232702	0.021540880503144656	0.022798742138364785	0.17845911949685528	0.15628930817610062	0.02012578616352201	0.364308176100629
8	0.15377358490566037	0.022327044025157235	0.047955974842767285	0.02861635220125787	0.028459119496855353	0.17264150943396234	0.1388364779874214	0.01902515723270441	0.3400943396226416
9	0.13867924528301886	0.030188679245283012	0.05157232704402515	0.029402515723270448	0.03317610062893083	0.18097484276729559	0.15880503144654076	0.024056603773584907	0.3105345911949688
10	0.14449685534591197	0.02987421383647799	0.054088050314465404	0.03506289308176101	0.04874213836477986	0.1281446540880503	0.1386792452830189	0.032704402515723284	0.3353773584905659
11	0.14889937106918233	0.039937106918238985	0.05990566037735848	0.042767295597484274	0.05770440251572324	0.12342767295597488	0.12106918238993725	0.02940251572327044	0.3221698113207546
12	0.1462264150943396	0.027987421383647806	0.061006289308176094	0.04827044025157231	0.062421383647798735	0.14921383647798733	0.11682389937106927	0.033018867924528315	0.2990566037735849
13	0.16147798742138353	0.027201257861635224	0.07625786163522014	0.04654088050314466	0.05754716981132074	0.13333333333333336	0.12405660377358496	0.03443396226415094	0.2922955974842767
14	0.1374213836477988	0.038522012578616344	0.09135220125786164	0.03679245283018868	0.06933962264150943	0.11226415094339622	0.12169811320754723	0.03270440251572328	0.3062893081761007
15	0.160377358490566	0.04465408805031447	0.11745283018867925	0.04323899371069181	0.06336477987421381	0.11194968553459118	0.12216981132075483	0.026572327044025172	0.26022012578616355
16	0.15707547169811323	0.039937106918238985	0.11855345911949691	0.06179245283018864	0.07012578616352201	0.09308176100628932	0.10361635220125787	0.030660377358490573	0.2716981132075471
17	0.1385220125786163	0.0339622641509434	0.10817610062893084	0.05754716981132073	0.07704402515723272	0.1026729559748428	0.12201257861635229	0.032389937106918246	0.27625786163522037
18	0.15393081761006286	0.027044025157232702	0.11194968553459121	0.06698113207547168	0.08317610062893087	0.11509433962264154	0.10801886792452838	0.03977987421383648	0.23647798742138357
19	0.16147798742138358	0.0400943396226415	0.11242138364779872	0.05141509433962262	0.08946540880503145	0.11022012578616354	0.09276729559748431	0.047012578616352205	0.23883647798742116
20	0.1588050314465409	0.039622641509433947	0.11745283018867927	0.06761006289308176	0.11352201257861637	0.08757861635220125	0.08411949685534592	0.03679245283018868	0.23333333333333325
21	0.14088050314465406	0.03930817610062891	0.13411949685534594	0.06352201257861635	0.11289308176100633	0.08443396226415092	0.08647798742138368	0.034591194968553465	0.25
22	0.13301886792452838	0.036320754716981124	0.14040880503144654	0.07185534591194968	0.10283018867924532	0.07924528301886793	0.09827044025157236	0.04779874213836477	0.23522012578616347
23	0.13789308176100637	0.0371069182389937	0.15283018867924528	0.07122641509433965	0.10959119496855346	0.08333333333333334	0.10078616352201257	0.03883647798742138	0.21226415094339615
24	0.14874213836477992	0.03789308176100631	0.12044025157232705	0.05455974842767295	0.11210691823899377	0.09040880503144655	0.1136792452830189	0.04622641509433961	0.22012578616352202
